id,recipeName,totalTimeInSeconds,course,cuisine,ingredients,link
403,French Omelets,1200,Breakfast and Brunch,French,"Egg,Butter,Cheese,Pepper,Parsley",https://www.google.com/search?q=French+Omelets+site:yummly.com
404,French Onion Soup au Gratin Stuffed Meatloaf,6300,Main Dishes,French,"Cooking Oil,Onion,Thyme,Salt,Pepper,Beef stock,Red Wine,Beef,Bread,Parsley,Egg,Mozzarella Cheese,Parsley,Starch,Salt",https://www.google.com/search?q=French+Onion+Soup+au+Gratin+Stuffed+Meatloaf+site:yummly.com
405,Tarte Au Citron,10800,Desserts,French,"Flour,Butter,Sugar,Egg,Water,Egg,Cream,Sugar,Lemon",https://www.google.com/search?q=Tarte+Au+Citron+site:yummly.com
406,Blueberry Clafoutis,1200,Desserts,French,"Butter,Sugar,Egg,Flour,Cream,Vanilla,Orange,Salt,Blueberry",https://www.google.com/search?q=Blueberry+Clafoutis+site:yummly.com
407,Classic French Napoleons,4800,Desserts,French,"Milk,Sugar,Vanilla,Salt,Egg,Starch,Butter,Sourdough,Sugar,Syrup,Milk,Cocoa",https://www.google.com/search?q=Classic+French+Napoleons+site:yummly.com
408,French Onion Soup,4500,Soups,French,"Butter,Onion,Garlic,Bay,Thyme,Flour,Red Wine,Beef stock,Parsley,Salt,Pepper",https://www.google.com/search?q=French+Onion+Soup+site:yummly.com
409,Vanilla Bean Creme Brulee,3600,Desserts,French,"Cream,Milk,Vanilla,Egg,Sugar,Vanilla",https://www.google.com/search?q=Vanilla+Bean+Creme+Brulee+site:yummly.com
410,French Crepes,2100,Breakfast and Brunch,French,"Flour,Salt,Egg,Milk,Sugar,Butter,Lemon,Sugar",https://www.google.com/search?q=French+Crepes+site:yummly.com
411,Slow Cooker Coq au Vin,1200,Main Dishes,French,"Chicken,Carrot,Mushroom,Onion,Bacon,Parsley,Thyme,Garlic,Bay,Pepper,Salt,Tomato,Chicken Stock,Vinegar,Water,Flour,Cooking Oil",https://www.google.com/search?q=Slow+Cooker+Coq+au+Vin+site:yummly.com
412,Steak au Poivre,2700,Main Dishes,French,"Beef,Cream,Pepper,Butter,Cooking Oil,Brandy",https://www.google.com/search?q=Steak+au+Poivre+site:yummly.com
413,French Onion Soup,5400,Soups,French,"Onion,Butter,Beef stock,Garlic,Bay,Bread,Cheese",https://www.google.com/search?q=French+Onion+Soup+site:yummly.com
414,Lemon Curd Creme Brulee,14400,Desserts,French,"Cream,Vanilla,Sugar,Egg,Lemon,Water",https://www.google.com/search?q=Lemon+Curd+Creme+Brulee+site:yummly.com
415,Lemon Blueberry Clafoutis,3900,Desserts,French,"Blueberry,Egg,Salt,Sugar,Milk,Flour,Vanilla,Lemon,Butter",https://www.google.com/search?q=Lemon+Blueberry+Clafoutis+site:yummly.com
416,Hollandaise Sauce,1200,Condiments and Sauces,French,"Egg,Water,Lemon,Butter,Salt",https://www.google.com/search?q=Hollandaise+Sauce+site:yummly.com
417,Chocolate Macarons with Coffee Buttercream,4500,Desserts,French,"Almond,Sugar,Cocoa,Egg,Sugar,Egg,Salt,Water,Butter,Coffee",https://www.google.com/search?q=Chocolate+Macarons+with+Coffee+Buttercream+site:yummly.com
418,French Onion Soup,4500,Soups,French,"Onion,Butter,Flour,Bay,Thyme,Cherry,Cognac,White Wine,Beef stock,Salt,Pepper,Bread,Cooking Oil",https://www.google.com/search?q=French+Onion+Soup+site:yummly.com
419,Basic Beurre Blanc,2100,Condiments and Sauces,French,"Onion,Bay,Pepper,Vinegar,White Wine,Cream,Butter",https://www.google.com/search?q=Basic+Beurre+Blanc+site:yummly.com
420,Mini Eclairs,4500,Desserts,French,"Cream,Sugar,Flour,Salt,Egg,Vanilla,Water,Butter,Egg,Chocolate,Cooking Oil",https://www.google.com/search?q=Mini+Eclairs+site:yummly.com
421,Italian Meringue Hazelnut Macarons with Chocolate Hazelnut Spread,4800,Desserts,French,"Nuts,Sugar,Sugar,Water,Egg,Chocolate,Chocolate,Cream,Salt",https://www.google.com/search?q=Italian+Meringue+Hazelnut+Macarons+with+Chocolate+Hazelnut+Spread+site:yummly.com
422,The perfect tarte Tatin,1200,Desserts,French,"Water,Sugar,Butter,Salt,Apple,Sourdough",https://www.google.com/search?q=The+perfect+tarte+Tatin+site:yummly.com
423,Beef Burgundy III,8400,Main Dishes,French,"Beef,Onion,Mushroom,Butter,Mushroom,Wine",https://www.google.com/search?q=Beef+Burgundy+III+site:yummly.com
424,Chocolate French Macarons,3000,Desserts,French,"Almond,Sugar,Cocoa,Egg,Sugar,Cream,Syrup,Chocolate,Butter",https://www.google.com/search?q=Chocolate+French+Macarons+site:yummly.com
425,Coconut Creme Brulee,3900,Desserts,French,"Cream,Sugar,Salt,Egg,Coconut",https://www.google.com/search?q=Coconut+Creme+Brulee+site:yummly.com
426,Caramel Custard,4800,Desserts,French,"Cream,Egg,Vanilla,Sugar,Salt,Sugar",https://www.google.com/search?q=Caramel+Custard+site:yummly.com
427,French Macarons,4800,Desserts,French,"Flour,Sugar,Egg,Sugar",https://www.google.com/search?q=French+Macarons+site:yummly.com
428,French Onion Soup au Gratin Stuffed Meatloaf,6300,Main Dishes,French,"Cooking Oil,Onion,Thyme,Salt,Pepper,Beef stock,Red Wine,Beef,Bread,Parsley,Egg,Mozzarella Cheese,Parsley,Starch,Salt",https://www.google.com/search?q=French+Onion+Soup+au+Gratin+Stuffed+Meatloaf+site:yummly.com
429,Raspberry Creme Brulee,4500,Desserts,French,"Cream,Vanilla,Egg,Sugar,Raspberry",https://www.google.com/search?q=Raspberry+Creme+Brulee+site:yummly.com
430,Choco Coco French Macarons,4500,Desserts,French,"Flour,Sugar,Cocoa,Coconut,Egg,Sugar,Chocolate,Cream,Coconut",https://www.google.com/search?q=Choco+Coco+French+Macarons+site:yummly.com
431,Caramel Creme Brulee,5400,Desserts,French,"Egg,Cream,Sugar,Sugar,Vanilla,Water,Salt",https://www.google.com/search?q=Caramel+Creme+Brulee+site:yummly.com
432,Concord Grape Tarte Tatin,3600,Desserts,French,"Grape,Butter,Sugar,Sourdough",https://www.google.com/search?q=Concord+Grape+Tarte+Tatin+site:yummly.com
433,Meyer Lemon Creme Brulee,4200,Desserts,French,"Vanilla,Cream,Lemon,Egg,Sugar,Water,Sugar",https://www.google.com/search?q=Meyer+Lemon+Creme+Brulee+site:yummly.com
434,Basic French Macarons,4500,Desserts,French,"Almond,Sugar,Egg,Sugar,Vanilla,Butter,Egg,Milk",https://www.google.com/search?q=Basic+French+Macarons+site:yummly.com
435,Vanilla Bean Macarons with Raspberry Filling,3600,Desserts,French,"Almond,Sugar,Egg,Vanilla,Vanilla,Sugar,Raspberry,Starch,Lemon",https://www.google.com/search?q=Vanilla+Bean+Macarons+with+Raspberry+Filling+site:yummly.com
436,Chocolate Caramel Macarons,4500,Desserts,French,"Egg,Sugar,Sugar,Flour,Cocoa,Chocolate,Cream",https://www.google.com/search?q=Chocolate+Caramel+Macarons+site:yummly.com
437,Warm Crockpot French Onion Soup,18300,Soups,French,"Butter,Onion,Sugar,Garlic,Sherry,Beef stock,Salt,Thyme,Bay,Bread,Cheese,Cheese,Parmesan Cheese,Mozzarella Cheese",https://www.google.com/search?q=Warm+Crockpot+French+Onion+Soup+site:yummly.com
438,Carbonnade de Boeuf,7200,Main Dishes,French,"Flour,Pepper,Salt,Beef,Cooking Oil,Onion,Garlic,Beer,Beef stock,Sugar,Vinegar,Bay,Thyme,Parsley,Mustard",https://www.google.com/search?q=Carbonnade+de+Boeuf+site:yummly.com
439,Easy French Onion Soup,3300,Soups,French,"Butter,Onion,Beef stock,Thyme,Cheese,Cheese,Bread",https://www.google.com/search?q=Easy+French+Onion+Soup+site:yummly.com
440,French Chocolate Chip Viennoises,4500,Breads,French,"Cream,Milk,Yeast,Butter,Sugar,Egg,Egg,Flour,Chocolate",https://www.google.com/search?q=French+Chocolate+Chip+Viennoises+site:yummly.com
441,Lemon Madeleines,3300,Desserts,French,"Butter,Flour,Baking powder,Salt,Egg,Egg,Sugar,Vanilla,Lemon,Lemon,Sugar",https://www.google.com/search?q=Lemon+Madeleines+site:yummly.com
442,Croissants,6300,Breads,French,"Milk,Yeast,Flour,Flour,Salt,Sugar,Butter,Egg",https://www.google.com/search?q=Croissants+site:yummly.com
443,Potato Gratin,6300,Side Dishes,French,"Potato,Garlic,Cream,Milk,Nutmeg,Pepper,Salt,Cheese",https://www.google.com/search?q=Potato+Gratin+site:yummly.com
444,Palmiers French Cookies Easy,2400,Desserts,French,"Sourdough,Sugar",https://www.google.com/search?q=Palmiers+French+Cookies+Easy+site:yummly.com
445,Apple French Onion Soup,10800,Soups,French,"Butter,Onion,Water,Apple,Thyme,Flour,White Wine,Beef stock,Apple Cider Vinegar,Bay,Brandy,Pepper,Salt,Bread,Cheese",https://www.google.com/search?q=Apple+French+Onion+Soup+site:yummly.com
446,French Onion Soup,4200,Soups,French,"Butter,Onion,Onion,Flour,Thyme,Rosemary,Red Wine,Beef stock,Salt,Bay,Bread,Cheese",https://www.google.com/search?q=French+Onion+Soup+site:yummly.com
447,French Onion Soup Grilled Cheese,3000,Soups,French,"Butter,Onion,Garlic,Salt,Pepper,Bay,Thyme,Beef stock,Bread,Cheese",https://www.google.com/search?q=French+Onion+Soup+Grilled+Cheese+site:yummly.com
448,Hollandaise Sauce,300,Condiments and Sauces,French,"Egg,Lemon,Butter",https://www.google.com/search?q=Hollandaise+Sauce+site:yummly.com
449,Bearnaise Sauce,900,Condiments and Sauces,French,"Vinegar,Onion,Tarragon,Egg,Butter,Salt",https://www.google.com/search?q=Bearnaise+Sauce+site:yummly.com
450,Boeuf Bourguignon,10200,Main Dishes,French,"Cooking Oil,Pork,Onion,Beef,Flour,Red Wine,Stock,Thyme,Bay,Garlic,Butter,Mushroom,Potato,Bread",https://www.google.com/search?q=Boeuf+Bourguignon+site:yummly.com
451,Classic Cheese Omelet,1200,Breakfast and Brunch,French,"Egg,Water,Salt,Chive,Butter,Cheese",https://www.google.com/search?q=Classic+Cheese+Omelet+site:yummly.com
452,French Cream Filling,1500,Desserts,French,"Cream,Milk,Sugar,Egg,Vanilla",https://www.google.com/search?q=French+Cream+Filling+site:yummly.com
453,Coq au Vin,2700,Main Dishes,French,"Cooking Oil,Mushroom,Garlic,Onion,Red Wine,Chicken Stock,Chicken",https://www.google.com/search?q=Coq+au+Vin+site:yummly.com
454,French Buttercream,2100,Desserts,French,"Sugar,Water,Egg,Butter,Vanilla,Salt",https://www.google.com/search?q=French+Buttercream+site:yummly.com
455,White Chocolate Mousse,4500,Desserts,French,"Chocolate,Liquor,Water,Cream,Egg",https://www.google.com/search?q=White+Chocolate+Mousse+site:yummly.com
456,French Omelet with Fresh Herbs,1800,Breakfast and Brunch,French,"Egg,Water,Salt,Butter,Tarragon",https://www.google.com/search?q=French+Omelet+with+Fresh+Herbs+site:yummly.com
457,Cherry Clafoutis,3600,Desserts,French,"Cherry,Egg,Flour,Sugar,Milk,Vanilla,Almond,Salt",https://www.google.com/search?q=Cherry+Clafoutis+site:yummly.com
458,Shirred Eggs,1800,Breakfast and Brunch,French,"Butter,Cream,Egg,Salt,Pepper,Chive,Cheese",https://www.google.com/search?q=Shirred+Eggs+site:yummly.com
459,Dark Chocolate Truffles,3600,Desserts,French,"Cream,Chocolate,Butter",https://www.google.com/search?q=Dark+Chocolate+Truffles+site:yummly.com
460,French Bread Dough,4500,Breads,French,"Flour,Yeast,Salt,Water,Cooking Oil",https://www.google.com/search?q=French+Bread+Dough+site:yummly.com
461,Chocolate Truffles,4500,Desserts,French,"Chocolate,Cream,Liquor,Cocoa",https://www.google.com/search?q=Chocolate+Truffles+site:yummly.com
462,My Favorite Simple Roast Chicken,6300,Main Dishes,French,"Chicken,Pepper,Salt,Thyme,Butter,Mustard",https://www.google.com/search?q=My+Favorite+Simple+Roast+Chicken+site:yummly.com
463,Cherry Vanilla Clafoutis,3300,Desserts,French,"Cherry,Sugar,Egg,Milk,Vanilla,Butter,Flour",https://www.google.com/search?q=Cherry+Vanilla+Clafoutis+site:yummly.com
464,Boeuf Bourguignon,6300,Main Dishes,French,"Bacon,Beef,Carrot,Onion,Flour,Red Wine,Beef stock,Tomato,Garlic,Thyme,Bay,Butter,Mushroom,Onion",https://www.google.com/search?q=Boeuf+Bourguignon+site:yummly.com
465,Brown Butter Madeleines,2700,Desserts,French,"Butter,Flour,Egg,Salt,Sugar,Vanilla",https://www.google.com/search?q=Brown+Butter+Madeleines+site:yummly.com
466,Cabernet Sauvignon Reduction,2400,Condiments and Sauces,French,"Wine,Wine,Beef,Beef stock,Syrup,Vinegar,Salt",https://www.google.com/search?q=Cabernet+Sauvignon+Reduction+site:yummly.com
467,Blueberry Clafoutis,1200,Desserts,French,"Butter,Sugar,Egg,Flour,Cream,Vanilla,Orange,Salt,Blueberry",https://www.google.com/search?q=Blueberry+Clafoutis+site:yummly.com
468,Apple Tarte Tatin,4500,Desserts,French,"Butter,Sugar,Apple,Sourdough,Cream",https://www.google.com/search?q=Apple+Tarte+Tatin+site:yummly.com
469,French Onion Grilled Cheese Sandwich,3300,Lunch and Snacks,French,"Onion,Butter,White Wine,Cheese,Bread,Salt,Pepper",https://www.google.com/search?q=French+Onion+Grilled+Cheese+Sandwich+site:yummly.com
470,Easy German Pork Schnitzel,900,Main Dishes,German,"Pork,Flour,Bread,Egg,Salt,Pepper,Cooking Oil,Lemon",https://www.google.com/search?q=Easy+German+Pork+Schnitzel+site:yummly.com
471,Traditional German Schnitzel,1800,Main Dishes,German,"Pork,Salt,Pepper,Flour,Egg,Bread,Butter,Cooking Oil,Parsley,Lemon",https://www.google.com/search?q=Traditional+German+Schnitzel+site:yummly.com
472,German Fried Potatoes,1800,Side Dishes,German,"Potato,Bacon,Onion,Vinegar,Pepper",https://www.google.com/search?q=German+Fried+Potatoes+site:yummly.com
473,German Vanilla Cookies,4500,Desserts,German,"Flour,Egg,Sugar,Almond,Butter,Vanilla,Salt,Sugar",https://www.google.com/search?q=German+Vanilla+Cookies+site:yummly.com
474,German Schnitzel,2400,Main Dishes,German,"Meat,Pork,Lemon,Salt,Flour,Water,Egg,Bread,Butter,Cooking Oil,Lemon,Bacon,Onion,Mushroom,Tomato,White Wine,Paprika,Thyme,Pepper,Parsley,Cream",https://www.google.com/search?q=German+Schnitzel+site:yummly.com
475,German Spitzbuben Cookies,5400,Desserts,German,"Butter,Sugar,Egg,Lemon,Salt,Flour,Strawberry,Apricot",https://www.google.com/search?q=German+Spitzbuben+Cookies+site:yummly.com
476,German Butter Cookies,4200,Desserts,German,"Flour,Cinnamon,Salt,Butter,Sugar,Egg,White Wine",https://www.google.com/search?q=German+Butter+Cookies+site:yummly.com
477,German Scones Recipe with Cinnamon Honey Butter,2400,Breads,German,"Yeast,Water,Water,Sugar,Butter,Salt,Egg,Flour,Cooking Oil,Honey,Cinnamon",https://www.google.com/search?q=German+Scones+Recipe+with+Cinnamon+Honey+Butter+site:yummly.com
478,Sweet and Tangy Green Beans,1800,Side Dishes,German,"Bacon,Beans,Onion,Sugar,Vinegar",https://www.google.com/search?q=Sweet+and+Tangy+Green+Beans+site:yummly.com
479,German Sauerbraten Roast,4200,Main Dishes,German,"Beef,Vinegar,Red Wine,Water,Onion,Bay,Clove,Pepper,Beef stock",https://www.google.com/search?q=German+Sauerbraten+Roast+site:yummly.com
480,Cinnamon Stars,3900,Desserts,German,"Almond,Cinnamon,Lemon,Egg,Salt,Sugar,Lemon",https://www.google.com/search?q=Cinnamon+Stars+site:yummly.com
481,Authentic German Weiner Schnitzel,900,Main Dishes,German,"Pork,Egg,Flour,Flour,Oregano,Pepper,Salt,Cooking Oil",https://www.google.com/search?q=Authentic+German+Weiner+Schnitzel+site:yummly.com
482,Marzipan II,3000,Desserts,German,"Almond,Egg,Sugar,Vanilla",https://www.google.com/search?q=Marzipan+II+site:yummly.com
483,Coconut Macaroons German Style,1200,Desserts,German,"Coconut,Egg,Sugar,Cinnamon,Almond",https://www.google.com/search?q=Coconut+Macaroons+German+Style+site:yummly.com
484,Bierrocks III,7500,Main Dishes,German,"Sourdough,Beef,Meat,Cabbage,Onion,Salt,Butter",https://www.google.com/search?q=Bierrocks+III+site:yummly.com
485,German Pancakes with Apples,2400,Breakfast and Brunch,German,"Milk,Flour,Egg,Salt,Butter,Apple,Sugar,Cinnamon,Lemon,Sugar",https://www.google.com/search?q=German+Pancakes+with+Apples+site:yummly.com
486,Marzipan,1500,Desserts,German,"Syrup,Sugar,Orange,Almond",https://www.google.com/search?q=Marzipan+site:yummly.com
487,German Apple Pancakes,2100,Breakfast and Brunch,German,"Butter,Apple,Egg,Flour,Milk,Salt,Cinnamon,Sugar",https://www.google.com/search?q=German+Apple+Pancakes+site:yummly.com
488,Linzer Cookies,3600,Desserts,German,"Butter,Sugar,Flour,Almond,Cinnamon,Nutmeg,Raspberry,Sugar",https://www.google.com/search?q=Linzer+Cookies+site:yummly.com
489,German Apple Pancake,2700,Breakfast and Brunch,German,"Egg,Flour,Baking powder,Sugar,Salt,Milk,Vanilla,Butter,Nutmeg,Sugar,Cinnamon,Apple",https://www.google.com/search?q=German+Apple+Pancake+site:yummly.com
490,Black Forest Cheesecake Parfaits,3000,Desserts,German,"Cherry,Cherry,Sugar,Lemon,Cream Cheese ,Chocolate,Lemon",https://www.google.com/search?q=Black+Forest+Cheesecake+Parfaits+site:yummly.com
491,Haselnussmakronen,6300,Desserts,German,"Butter,Egg,Sugar,Nuts,Cocoa,Lemon,Salt,Vanilla",https://www.google.com/search?q=Haselnussmakronen+site:yummly.com
492,German Cinnamon Stars,3300,Desserts,German,"Sugar,Almond,Cinnamon,Egg",https://www.google.com/search?q=German+Cinnamon+Stars+site:yummly.com
493,Giant Bavarian Pretzels,3600,Breads,German,"Water,Yeast,Flour,Sugar,Salt,Egg,Butter,Baking Soda,Salt",https://www.google.com/search?q=Giant+Bavarian+Pretzels+site:yummly.com
494,Hot German Potato Salad,3000,Salads,German,"Potato,Bacon,Onion,Flour,Sugar,Vinegar,Water,Salt,Pepper,Parsley",https://www.google.com/search?q=Hot+German+Potato+Salad+site:yummly.com
495,German Meat Chowder,3600,Soups,German,"Chicken Stock,Potato,Meat,Onion,Cabbage,Milk,Cheese,Salt",https://www.google.com/search?q=German+Meat+Chowder+site:yummly.com
496,Schaum Torte,9300,Desserts,German,"Egg,Vinegar,Vanilla,Sugar,Vanilla,Strawberry",https://www.google.com/search?q=Schaum+Torte+site:yummly.com
497,Cream of Beer Soup,5400,Soups,German,"Beer,Sugar,Pepper,Cinnamon,Salt,Nutmeg,Cream,Egg,Egg",https://www.google.com/search?q=Cream+of+Beer+Soup+site:yummly.com
498,Pickled Red Cabbage and Spaetzle,4800,Side Dishes,German,"Cabbage,Cooking Oil,Vinegar,Orange,Orange,Salt,Egg,Milk,Flour,Butter",https://www.google.com/search?q=Pickled+Red+Cabbage+and+Spaetzle+site:yummly.com
499,German Tomato Soup,9000,Soups,German,"Beef,Tomato,Milk,Water,Potato,Cabbage,Carrot,Onion",https://www.google.com/search?q=German+Tomato+Soup+site:yummly.com
500,German Beef Rouladen,3300,Main Dishes,German,"Mustard,Beef,Onion,Paprika,Salt,Pepper,Bacon,Cooking Oil,Beef stock,Water,Starch,Water,Cream",https://www.google.com/search?q=German+Beef+Rouladen+site:yummly.com
501,Vienna Schnitzel,2100,Main Dishes,German,"Cooking Oil,Pork,Flour,Bread,Egg,Milk,Pepper,Salt",https://www.google.com/search?q=Vienna+Schnitzel+site:yummly.com
502,Authentic German Potato Salad,3000,Side Dishes,German,"Potato,Bacon,Onion,Vinegar,Water,Sugar,Salt,Pepper,Parsley",https://www.google.com/search?q=Authentic+German+Potato+Salad+site:yummly.com
503,Noodle Kugel,4800,Side Dishes,German,"Butter,Salt,Noodles,Egg,Cream,Sugar,Cream Cheese ,Cinnamon,Nutmeg,Apple",https://www.google.com/search?q=Noodle+Kugel+site:yummly.com
504,German Holiday Cinnamon Star Cookies,4200,Desserts,German,"Almond,Sugar,Egg,Flour,Vanilla,Lemon,Cinnamon,Salt,Almond",https://www.google.com/search?q=German+Holiday+Cinnamon+Star+Cookies+site:yummly.com
505,Lamb Chops with Winter Greek Salad,2100,Main Dishes,Greek,"Lamb,Pepper,Salt,Mint,Parsley,Garlic,Cooking Oil,Cauliflower,Apple,Onion,Olive,Parsley,Lemon,Cheese",https://www.google.com/search?q=Lamb+Chops+with+Winter+Greek+Salad+site:yummly.com
506,Greek Marinated Chicken,6300,Main Dishes,Greek,"Yogurt,Cooking Oil,Garlic,Oregano,Lemon,Salt,Pepper,Parsley,Chicken",https://www.google.com/search?q=Greek+Marinated+Chicken+site:yummly.com
507,Feta Greek Yogurt Dip,3000,Appetizers,Greek,"Yogurt,Cheese,Parsley,Cooking Oil,Parmesan Cheese,Lemon,Capers,Garlic,Salt,Pepper,Pepper",https://www.google.com/search?q=Feta+Greek+Yogurt+Dip+site:yummly.com
508,Greek Tzatziki Sauce,1800,Condiments and Sauces,Greek,"Yogurt,Lemon,Dill,Garlic,Salt,Cucumber",https://www.google.com/search?q=Greek+Tzatziki+Sauce+site:yummly.com
509,Greek Nachos,3900,Breads,Greek,"Flour,Flour,Salt,Honey,Yeast,Water,Cooking Oil",https://www.google.com/search?q=Greek+Nachos+site:yummly.com
510,Greek Chicken Cutlets,3600,Main Dishes,Greek,"Chicken,Salt,Pepper,Egg,Bread,Cooking Oil,Butter,Garlic,White Wine,Chicken Stock,Lemon,Oregano,Olive,Tomato,Onion,Cheese,Parsley",https://www.google.com/search?q=Greek+Chicken+Cutlets+site:yummly.com
511,Greek Salad Rolls,9000,Breads,Greek,"Flour,Water,Yeast,Cooking Oil,Egg,Salt,Oregano,Water,Cheese,Tomato,Olive,Onion",https://www.google.com/search?q=Greek+Salad+Rolls+site:yummly.com
512,Greek Salad and Feta Cheese in India,600,Salads,Greek,"Tomato,Cucumber,Onion,Sweet Pepper,Cheese,Olive,Cooking Oil,Vinegar,Salt,Pepper,Oregano",https://www.google.com/search?q=Greek+Salad+and+Feta+Cheese+in+India+site:yummly.com
513,Easy Greek Salad,900,Salads,Greek,"Garlic,Onion,Cooking Oil,Vinegar,Oregano,Tomato,Pepper,Cucumber,Cheese,Lemon,Pepper",https://www.google.com/search?q=Easy+Greek+Salad+site:yummly.com
514,Skinny Greek Yogurt Spinach and Artichoke Dip,1500,Appetizers,Greek,"Cooking Oil,Spinach,Onion,Pepper,Garlic,Yogurt,Artichoke,Salt,Onion,Garlic,Pepper,Lemon",https://www.google.com/search?q=Skinny+Greek+Yogurt+Spinach+and+Artichoke+Dip+site:yummly.com
515,Greek Salad,1500,Salads,Greek,"Tomato,Sweet Pepper,Olive,Cucumber,Oregano,Cheese,Cooking Oil,Salt,Clove",https://www.google.com/search?q=Greek+Salad+site:yummly.com
516,Baked Greek Chicken,15300,Main Dishes,Greek,"Chicken,Yogurt,Cooking Oil,Garlic,Lemon,Salt,Chili,Oregano,Parsley",https://www.google.com/search?q=Baked+Greek+Chicken+site:yummly.com
517,Greek Chicken Salad,900,Salads,Greek,"Lettuce,Tomato,Cucumber,Onion,Olive,Cheese,Chicken,Cooking Oil",https://www.google.com/search?q=Greek+Chicken+Salad+site:yummly.com
518,Greek Fusion Burgers,1500,Main Dishes,Greek,"Turkey,Chili,Oregano,Cream Cheese ,Cheddar Cheese,Onion,Salt,Bread,Tomato,Cucumber",https://www.google.com/search?q=Greek+Fusion+Burgers+site:yummly.com
519,Greek Style Pork Chops,1800,Main Dishes,Greek,"Vinegar,Oregano,Cooking Oil,Garlic,Pork,Yogurt,Dill,Cucumber,Lemon,Salt,Tomato,Onion",https://www.google.com/search?q=Greek+Style+Pork+Chops+site:yummly.com
520,Greek Salad,1500,Salads,Greek,"Cucumber,Tomato,Onion,Olive,Cheese,Oregano,Cooking Oil,Pepper,Salt",https://www.google.com/search?q=Greek+Salad+site:yummly.com
521,Greek Marinated Chicken,6300,Main Dishes,Greek,"Yogurt,Cooking Oil,Garlic,Oregano,Lemon,Salt,Pepper,Parsley,Chicken",https://www.google.com/search?q=Greek+Marinated+Chicken+site:yummly.com
